,month,day,day_of_week,binned_dep,binned_arr,binned_distance,carrier_encoded
109614,1,6,0,7,8,1,9
28047,1,2,3,7,8,1,2
123421,1,6,0,8,2,2,7
18519,1,1,2,3,4,1,8
54965,1,3,4,8,8,1,3
57041,1,3,4,5,6,1,9
148026,1,7,1,3,4,1,0
94807,1,5,6,6,6,1,3
137758,1,7,1,6,7,1,0
30840,1,2,3,2,3,1,0
60879,1,3,4,4,5,1,0
26456,1,2,3,6,7,1,9
119520,1,6,0,3,4,1,8
40543,1,2,3,3,4,2,8
72935,1,4,5,3,4,1,9
39635,1,2,3,3,4,1,8
111318,1,6,0,3,4,2,0
90160,1,5,6,4,5,1,8
102805,1,5,6,5,6,1,9
37778,1,2,3,7,7,1,0
150074,1,7,1,4,5,1,8
122701,1,6,0,7,7,1,0
93615,1,5,6,3,4,1,3
24762,1,2,3,4,5,1,3
90562,1,5,6,3,4,1,3
146524,1,7,1,6,7,1,2
34876,1,2,3,7,8,2,9
94041,1,5,6,4,4,1,3
2654,1,1,2,7,8,1,7
112094,1,6,0,3,3,1,3
64798,1,4,5,3,4,1,0
31129,1,2,3,6,7,1,0
130837,1,7,1,4,6,2,9
58281,1,3,4,7,7,1,9
69349,1,4,5,3,6,2,8
92919,1,5,6,4,5,1,4
78327,1,4,5,3,3,1,9
103869,1,5,6,7,7,1,6
101857,1,5,6,4,5,2,9
146325,1,7,1,4,6,1,0
3235,1,1,2,6,7,1,0
109696,1,6,0,7,8,1,9
2874,1,1,2,6,6,2,3
147866,1,7,1,7,7,1,0
88145,1,5,6,4,4,1,3
33097,1,2,3,4,5,1,9
44163,1,3,4,3,4,1,7
124076,1,6,0,3,4,2,8
90077,1,5,6,6,6,1,8
145256,1,7,1,6,6,1,8
65408,1,4,5,2,3,1,0
83153,1,4,5,4,5,2,8
98148,1,5,6,6,7,2,0
123195,1,6,0,6,6,1,7
83297,1,4,5,5,6,1,8
139221,1,7,1,2,3,1,3
72732,1,4,5,4,6,1,9
634,1,1,2,6,6,1,9
77676,1,4,5,7,8,1,9
132032,1,7,1,2,4,1,9
80470,1,4,5,6,7,1,1
63482,1,3,4,6,7,1,0
50788,1,3,4,5,5,2,5
74074,1,4,5,3,3,1,9
76526,1,4,5,6,7,2,3
35758,1,2,3,5,5,1,8
126932,1,6,0,7,1,1,0
98786,1,5,6,6,7,1,8
139528,1,7,1,4,5,1,3
134644,1,7,1,4,5,1,7
96700,1,5,6,5,6,1,0
30787,1,2,3,4,4,1,0
74260,1,4,5,7,7,1,8
75077,1,4,5,5,6,1,2
122988,1,6,0,8,2,2,0
72767,1,4,5,3,4,1,9
130866,1,7,1,5,5,1,9
76613,1,4,5,5,6,1,3
84802,1,5,6,3,3,1,5
147681,1,7,1,5,6,1,0
138244,1,7,1,5,6,1,0
49254,1,3,4,6,6,1,9
83431,1,4,5,4,5,1,8
26446,1,2,3,4,4,1,9
150099,1,7,1,6,7,1,8
118631,1,6,0,6,7,1,3
31168,1,2,3,5,8,2,0
132208,1,7,1,6,7,1,9
22751,1,2,3,4,5,1,3
98949,1,5,6,3,4,1,8
33903,1,2,3,7,8,1,9
19908,1,2,3,7,8,2,5
58733,1,3,4,8,1,1,9
140806,1,7,1,4,4,1,8
9194,1,1,2,6,6,1,3
138215,1,7,1,3,6,2,0
7105,1,1,2,7,8,1,0
76783,1,4,5,4,5,1,3
92409,1,5,6,5,5,1,0
109314,1,6,0,6,7,1,9
126963,1,6,0,3,4,1,0
32626,1,2,3,7,7,1,8
108240,1,6,0,3,3,2,9
135906,1,7,1,4,6,2,3
132198,1,7,1,5,6,1,9
30433,1,2,3,5,6,1,0
105000,1,5,6,3,3,1,0
100636,1,5,6,5,6,2,9
149430,1,7,1,3,4,2,3
102736,1,5,6,4,5,1,9
25033,1,2,3,6,6,1,8
20395,1,2,3,5,6,1,2
128619,1,6,0,5,5,2,3
17496,1,1,2,3,4,1,3
30935,1,2,3,4,5,1,0
24196,1,2,3,2,3,1,3
125069,1,6,0,7,7,1,8
53794,1,3,4,4,4,1,3
25705,1,2,3,2,3,1,8
28607,1,2,3,7,8,2,0
52033,1,3,4,7,2,2,1
101496,1,5,6,7,8,1,9
45410,1,3,4,5,5,1,3
126867,1,6,0,6,7,1,0
30739,1,2,3,3,3,1,0
48399,1,3,4,4,5,2,8
115442,1,6,0,4,7,2,2
149570,1,7,1,5,6,1,3
44822,1,3,4,3,3,1,1
130362,1,7,1,5,6,1,9
27422,1,2,3,8,8,1,8
15122,1,1,2,3,4,1,5
124,1,1,2,4,4,1,9
33042,1,2,3,3,4,1,9
9548,1,1,2,3,3,1,8
21679,1,2,3,3,4,1,0
10063,1,1,2,3,4,1,8
89358,1,5,6,7,8,1,8
62800,1,3,4,5,6,1,2
62913,1,3,4,6,7,1,0
78020,1,4,5,4,5,1,9
21801,1,2,3,6,6,1,0
58297,1,3,4,3,3,1,9
150487,1,7,1,3,4,1,3
70868,1,4,5,5,7,2,0
56375,1,3,4,6,6,1,8
132084,1,7,1,5,6,1,9
30303,1,2,3,6,6,1,8
132555,1,7,1,3,4,1,9
119808,1,6,0,6,7,1,8
23297,1,2,3,5,6,1,3
100881,1,5,6,4,5,2,9
32584,1,2,3,4,5,1,8
116541,1,6,0,3,4,1,1
32685,1,2,3,5,6,1,8
18742,1,1,2,6,7,2,8
69343,1,4,5,3,4,2,8
110308,1,6,0,3,3,1,6
90763,1,5,6,3,4,1,8
33092,1,2,3,3,4,1,9
121708,1,6,0,7,7,1,0
13664,1,1,2,8,1,2,0
140364,1,7,1,6,7,1,8
30925,1,2,3,6,7,1,0
54747,1,3,4,8,8,1,3
23597,1,2,3,6,7,1,3
137339,1,7,1,4,5,1,3
96780,1,5,6,6,6,1,0
64561,1,3,4,3,3,1,3
37635,1,2,3,8,8,1,0
90566,1,5,6,4,4,1,3
6391,1,1,2,6,7,1,0
19022,1,1,2,5,5,1,8
73433,1,4,5,6,8,2,9
72334,1,4,5,3,4,1,8
65789,1,4,5,4,5,1,1
50207,1,3,4,5,6,1,9
118182,1,6,0,3,3,1,3
58348,1,3,4,7,8,2,9
117432,1,6,0,5,5,1,0
142173,1,7,1,4,5,1,9
147142,1,7,1,4,5,1,1
80825,1,4,5,7,7,2,0
144244,1,7,1,6,7,1,4
11946,1,1,2,4,4,1,9
138571,1,7,1,3,4,1,0
125084,1,6,0,3,3,1,8
31680,1,2,3,5,6,2,0
115440,1,6,0,4,4,1,2
60627,1,3,4,2,5,2,0
123107,1,6,0,5,6,1,7
127079,1,6,0,3,4,1,0
37244,1,2,3,5,6,1,7
25245,1,2,3,7,8,1,8
87076,1,5,6,2,3,1,0
82207,1,4,5,3,5,2,3
5095,1,1,2,6,7,1,8
29267,1,2,3,8,1,1,4
2448,1,1,2,7,8,2,0
142791,1,7,1,6,6,1,0
2040,1,1,2,6,6,1,1
94523,1,5,6,5,6,1,3
104109,1,5,6,6,7,1,1
143005,1,7,1,4,5,1,0
40383,1,2,3,3,4,2,8
103159,1,5,6,8,8,1,9
72895,1,4,5,4,4,1,9
68142,1,4,5,3,4,1,8
94474,1,5,6,7,8,1,3
23367,1,2,3,8,8,1,3
50598,1,3,4,7,8,1,9
29013,1,2,3,3,4,1,0
5955,1,1,2,6,6,1,3
102581,1,5,6,4,4,1,9
129766,1,7,1,6,6,1,9
85239,1,5,6,5,5,1,2
66049,1,4,5,6,7,2,0
44384,1,3,4,7,8,2,0
121995,1,6,0,5,6,1,0
74762,1,4,5,6,7,1,0
42405,1,3,4,3,3,1,0
24868,1,2,3,6,7,1,3
117233,1,6,0,4,6,1,0
14327,1,1,2,7,7,2,4
145892,1,7,1,3,4,1,0
143146,1,7,1,2,3,1,2
6288,1,1,2,5,6,1,0
98866,1,5,6,7,8,1,8
109290,1,6,0,5,6,1,9
126909,1,6,0,4,5,1,0
7833,1,1,2,8,3,2,7
31814,1,2,3,4,5,1,0
125184,1,6,0,2,3,1,8
38163,1,2,3,4,5,1,3
128370,1,6,0,7,8,1,3
132502,1,7,1,3,4,1,9
106571,1,5,6,4,5,1,3
116689,1,6,0,6,7,1,0
137139,1,7,1,7,8,1,3
53926,1,3,4,4,5,1,3
11895,1,1,2,6,7,2,9
57882,1,3,4,6,7,1,9
66831,1,4,5,5,6,1,0
182,1,1,2,4,4,1,9
63952,1,3,4,5,6,1,4
21349,1,2,3,6,7,2,1
146418,1,7,1,6,8,2,2
124417,1,6,0,4,5,1,8
49114,1,3,4,4,5,2,9
46975,1,3,4,2,4,2,8
66316,1,4,5,7,8,1,0
10902,1,1,2,5,6,1,9
5881,1,1,2,5,6,1,3
141191,1,7,1,4,4,1,8
71274,1,4,5,3,4,2,0
35449,1,2,3,8,8,1,0
65380,1,4,5,2,3,1,0
56187,1,3,4,7,8,1,8
70502,1,4,5,6,6,1,0
90786,1,5,6,2,3,1,8
48772,1,3,4,2,3,1,3
3292,1,1,2,7,8,1,1
83760,1,4,5,6,7,1,8
34445,1,2,3,7,1,2,9
62477,1,3,4,5,7,2,2
64238,1,3,4,6,7,1,0
78703,1,4,5,5,7,1,9
95449,1,5,6,6,7,1,3
119681,1,6,0,6,7,1,8
78370,1,4,5,6,7,2,9
76294,1,4,5,2,3,2,4
56992,1,3,4,2,4,1,9
38974,1,2,3,7,7,1,8
95628,1,5,6,5,6,2,0
102393,1,5,6,6,6,1,9
90271,1,5,6,5,6,1,8
27191,1,2,3,2,3,1,8
95176,1,5,6,3,4,1,3
105286,1,5,6,4,5,1,3
15940,1,1,2,7,7,1,1
4243,1,1,2,3,4,1,8
9828,1,1,2,7,8,2,8
129028,1,6,0,4,5,1,8
136196,1,7,1,5,6,1,3
91345,1,5,6,7,7,1,0
91311,1,5,6,3,3,1,0
25026,1,2,3,6,7,1,8
64855,1,4,5,4,5,1,0
94220,1,5,6,7,7,1,3
134865,1,7,1,7,8,1,3
6936,1,1,2,5,6,1,0
27349,1,2,3,3,4,1,8
51563,1,3,4,4,5,1,2
26735,1,2,3,6,7,1,9
114346,1,6,0,6,6,1,3
102954,1,5,6,4,5,1,9
65962,1,4,5,1,4,2,0
124846,1,6,0,5,7,1,8
28347,1,2,3,4,5,2,2
125111,1,6,0,3,4,1,8
111102,1,6,0,4,4,1,0
130652,1,7,1,8,8,1,9
139881,1,7,1,3,4,2,3
147531,1,7,1,2,3,1,1
120800,1,6,0,8,8,1,9
92299,1,5,6,7,1,2,0
28648,1,2,3,7,7,2,0
94492,1,5,6,6,7,1,3
134935,1,7,1,7,8,1,3
6678,1,1,2,6,6,1,0
149297,1,7,1,5,5,1,3
116090,1,6,0,4,6,2,1
96192,1,5,6,6,7,1,8
44139,1,3,4,7,8,2,7
52481,1,3,4,5,6,1,1
106600,1,5,6,7,8,1,3
11334,1,1,2,2,3,1,9
91276,1,5,6,5,6,1,0
72385,1,4,5,4,5,1,8
124301,1,6,0,5,6,2,8
105966,1,5,6,4,5,1,8
120767,1,6,0,3,4,2,9
123770,1,6,0,4,5,1,8
141655,1,7,1,5,6,1,8
107925,1,6,0,6,7,1,9
92870,1,5,6,5,6,2,4
88561,1,5,6,6,6,1,3
76731,1,4,5,6,7,1,3
104771,1,5,6,3,4,2,0
106529,1,5,6,2,3,1,3
3026,1,1,2,8,8,1,0
18054,1,1,2,3,4,1,8
103935,1,5,6,5,6,1,0
1592,1,1,2,4,4,1,6
5466,1,1,2,4,4,1,8
136829,1,7,1,3,4,1,3
63065,1,3,4,6,7,1,0
109628,1,6,0,3,3,1,9
59639,1,3,4,4,4,1,0
105835,1,5,6,3,4,2,8
29141,1,2,3,7,8,1,4
23143,1,2,3,6,7,2,3
139987,1,7,1,2,3,1,3
7198,1,1,2,5,6,2,0
28758,1,2,3,8,8,1,0
57734,1,3,4,7,8,1,9
119871,1,6,0,3,3,1,8
53151,1,3,4,4,4,1,0
47005,1,3,4,6,7,2,8
51404,1,3,4,2,3,2,2
66121,1,4,5,6,8,2,0
55657,1,3,4,3,4,1,3
55191,1,3,4,8,2,2,3
84507,1,5,6,4,4,1,5
37984,1,2,3,5,5,1,3
60368,1,3,4,5,6,1,0
27389,1,2,3,7,8,1,8
30708,1,2,3,6,6,1,0
124756,1,6,0,7,8,2,8
36578,1,2,3,4,6,3,0
102411,1,5,6,3,5,1,9
56509,1,3,4,5,6,1,8
38642,1,2,3,6,6,1,3
1897,1,1,2,3,4,1,0
132155,1,7,1,3,5,2,9
57086,1,3,4,7,8,1,9
65887,1,4,5,4,4,1,0
138672,1,7,1,5,6,2,0
101963,1,5,6,4,5,1,9
146079,1,7,1,5,5,1,3
126237,1,6,0,6,6,1,0
3426,1,1,2,7,8,1,1
147674,1,7,1,5,8,2,0
81512,1,4,5,7,7,1,3
72400,1,4,5,7,8,1,8
114505,1,6,0,7,8,1,3
17170,1,1,2,3,5,2,0
15442,1,1,2,6,7,1,2
6811,1,1,2,6,6,1,0
44011,1,3,4,6,6,1,7
143362,1,7,1,6,7,1,2
48307,1,3,4,3,3,1,8
59326,1,3,4,5,6,1,0
24760,1,2,3,2,3,1,3
114974,1,6,0,6,7,1,5
40455,1,2,3,7,3,2,8
11934,1,1,2,6,7,2,9
52671,1,3,4,6,7,2,0
97646,1,5,6,3,4,1,0
76447,1,4,5,6,6,1,3
76270,1,4,5,5,6,1,4
136618,1,7,1,7,8,1,3
140163,1,7,1,6,8,2,3
23822,1,2,3,5,6,2,3
39408,1,2,3,4,6,2,8
83259,1,4,5,8,8,1,8
120061,1,6,0,3,4,1,8
47882,1,3,4,3,4,1,8
116227,1,6,0,5,7,2,1
82684,1,4,5,4,5,1,8
127909,1,6,0,3,5,2,3
12361,1,1,2,3,4,1,9
21163,1,2,3,3,4,1,1
131530,1,7,1,8,8,1,9
65454,1,4,5,7,8,1,0
32057,1,2,3,3,4,2,0
98481,1,5,6,6,8,1,7
70380,1,4,5,4,4,1,0
114079,1,6,0,4,5,1,3
113178,1,6,0,6,6,1,3
39143,1,2,3,3,4,1,8
130757,1,7,1,5,5,1,9
100571,1,5,6,6,6,1,9
81842,1,4,5,3,4,1,3
70862,1,4,5,7,8,2,0
116419,1,6,0,3,4,1,1
131680,1,7,1,4,4,1,9
75938,1,4,5,7,8,1,4
48794,1,3,4,6,6,1,3
134417,1,7,1,2,5,2,0
150408,1,7,1,3,3,1,8
81738,1,4,5,2,3,1,3
29901,1,2,3,4,4,1,3
82285,1,4,5,6,7,1,3
113206,1,6,0,8,8,1,3
16593,1,1,2,6,6,1,1
84729,1,5,6,7,8,2,5
150174,1,7,1,7,8,2,8
74226,1,4,5,5,5,1,8
125498,1,6,0,7,8,2,8
19736,1,2,3,3,4,1,5
110181,1,6,0,4,5,1,0
37347,1,2,3,6,7,1,3
66211,1,4,5,2,4,1,0
36140,1,2,3,8,8,1,0
62898,1,3,4,7,8,2,0
20801,1,2,3,5,5,1,0
115195,1,6,0,2,3,1,2
49978,1,3,4,7,7,1,9
67228,1,4,5,4,4,1,3
21894,1,2,3,5,6,1,0
57720,1,3,4,2,3,1,9
147703,1,7,1,2,3,1,0
3803,1,1,2,6,6,1,3
97429,1,5,6,6,7,1,0
78464,1,4,5,4,4,1,9
48034,1,3,4,7,8,2,8
141951,1,7,1,7,8,1,8
113924,1,6,0,6,6,1,0
120583,1,6,0,3,4,1,9
44644,1,3,4,6,7,1,0
13493,1,1,2,4,5,1,1
136400,1,7,1,7,8,1,3
69974,1,4,5,2,3,1,8
42854,1,3,4,4,4,1,6
54700,1,3,4,8,2,2,3
28763,1,2,3,7,8,1,0
80782,1,4,5,6,7,1,0
66086,1,4,5,5,6,1,0
125122,1,6,0,4,4,1,8
41162,1,2,3,3,4,1,8
74110,1,4,5,2,3,1,8
43828,1,3,4,4,5,2,0
89669,1,5,6,6,7,1,8
1131,1,1,2,7,8,1,0
4545,1,1,2,3,4,1,8
110665,1,6,0,3,4,1,0
68327,1,4,5,3,3,1,8
148062,1,7,1,4,6,2,0
52750,1,3,4,3,5,2,0
125797,1,6,0,5,5,1,8
13073,1,1,2,3,5,2,2
101656,1,5,6,8,1,1,9
126091,1,6,0,7,8,1,0
64171,1,3,4,7,8,1,0
46302,1,3,4,4,4,1,8
91442,1,5,6,4,4,1,0
146343,1,7,1,4,4,1,0
104399,1,5,6,6,7,1,1
98254,1,5,6,5,6,2,7
149419,1,7,1,6,6,1,3
92196,1,5,6,6,7,1,0
112058,1,6,0,4,5,2,3
52983,1,3,4,5,5,1,0
129946,1,7,1,5,5,2,9
34020,1,2,3,7,7,1,9
44543,1,3,4,3,4,1,0
28114,1,2,3,4,4,1,2
89222,1,5,6,3,3,1,8
86636,1,5,6,6,7,1,0
25883,1,2,3,2,3,1,9
76129,1,4,5,7,8,1,4
53440,1,3,4,6,6,1,0
145241,1,7,1,6,6,1,8
22253,1,2,3,5,6,1,0
129352,1,6,0,5,5,1,0
17520,1,1,2,5,7,2,3
88875,1,5,6,5,6,1,8
135187,1,7,1,2,3,1,3
91589,1,5,6,6,6,1,2
52090,1,3,4,6,8,2,1
40146,1,2,3,3,4,1,8
106631,1,5,6,6,7,1,3
34586,1,2,3,7,7,1,9
137945,1,7,1,4,4,1,0
8966,1,1,2,4,5,1,3
114040,1,6,0,5,5,1,0
30647,1,2,3,7,8,1,0
62889,1,3,4,7,7,1,0
101226,1,5,6,8,1,1,9
95573,1,5,6,5,6,2,3
58821,1,3,4,5,6,2,9
61501,1,3,4,4,4,1,8
92515,1,5,6,7,7,1,0
121029,1,6,0,4,4,1,9
39187,1,2,3,7,7,1,8
82953,1,4,5,6,7,1,8
109361,1,6,0,4,5,1,9
112245,1,6,0,7,8,1,3
74324,1,4,5,6,7,1,8
54687,1,3,4,3,5,2,3
98088,1,5,6,7,8,2,0
114106,1,6,0,5,6,1,3
130631,1,7,1,6,7,1,9
129315,1,6,0,3,3,1,0
42172,1,3,4,5,5,1,0
6322,1,1,2,3,4,1,0
72780,1,4,5,3,4,2,9
114971,1,6,0,6,6,1,5
86638,1,5,6,2,4,1,0
77954,1,4,5,3,4,1,9
14545,1,1,2,6,8,1,4
147614,1,7,1,7,8,1,0
104259,1,5,6,6,7,1,1
46188,1,3,4,5,6,1,8
86273,1,5,6,6,6,2,1
76430,1,4,5,3,3,1,3
42456,1,3,4,5,5,1,0
147190,1,7,1,4,5,1,1
45296,1,3,4,5,5,1,3
51951,1,3,4,8,1,2,1
128095,1,6,0,4,6,2,3
66011,1,4,5,5,6,2,0
91352,1,5,6,3,4,1,0
61310,1,3,4,4,5,1,7
61615,1,3,4,3,4,1,8
22071,1,2,3,4,5,1,0
117546,1,6,0,5,5,1,0
135143,1,7,1,3,4,1,3
95266,1,5,6,7,7,1,3
21921,1,2,3,6,7,1,0
14505,1,1,2,6,7,1,4
118212,1,6,0,5,6,1,3
13903,1,1,2,4,4,1,0
78960,1,4,5,3,3,2,5
111132,1,6,0,5,5,1,0
16755,1,1,2,7,7,2,0
59250,1,3,4,5,6,2,8
143519,1,7,1,3,3,1,2
23058,1,2,3,3,4,1,3
88680,1,5,6,7,7,1,3
86797,1,5,6,4,6,2,0
431,1,1,2,6,7,1,9
82848,1,4,5,3,4,1,8
47667,1,3,4,6,8,2,8
58257,1,3,4,4,4,1,9
127669,1,6,0,2,4,1,4
63970,1,3,4,1,3,2,4
129646,1,6,0,5,5,1,3
3049,1,1,2,6,8,2,0
19148,1,1,2,3,3,1,8
60260,1,3,4,2,3,1,0
63700,1,3,4,4,5,1,4
75246,1,4,5,4,6,2,0
88804,1,5,6,7,8,1,8
6067,1,1,2,6,6,1,3
8620,1,1,2,3,4,1,3
105886,1,5,6,7,8,2,8
34455,1,2,3,7,7,1,9
60304,1,3,4,5,7,2,0
12444,1,1,2,8,1,1,9
86680,1,5,6,3,4,1,0
60571,1,3,4,7,8,1,0
18118,1,1,2,7,8,1,8
91664,1,5,6,3,4,1,2
108529,1,6,0,2,4,1,9
32042,1,2,3,5,6,1,0
88728,1,5,6,2,4,1,3
76,1,1,2,7,8,1,9
130749,1,7,1,6,7,1,9
80835,1,4,5,4,4,1,0
111765,1,6,0,7,7,2,7
134723,1,7,1,5,6,1,7
57897,1,3,4,4,4,1,9
37665,1,2,3,3,4,1,0
81730,1,4,5,3,4,1,3
149243,1,7,1,8,8,1,3
73729,1,4,5,5,6,1,9
45548,1,3,4,6,7,1,3
122599,1,6,0,5,7,2,0
110208,1,6,0,3,4,1,8
126572,1,6,0,4,5,2,2
134416,1,7,1,6,7,1,0
23168,1,2,3,3,4,2,3
126256,1,6,0,3,5,2,2
48166,1,3,4,6,8,2,8
36518,1,2,3,8,8,1,1
102936,1,5,6,7,8,1,9
15781,1,1,2,4,5,1,0
35940,1,2,3,7,7,1,6
75820,1,4,5,8,8,1,0
21680,1,2,3,2,3,1,0
22628,1,2,3,5,6,2,3
31769,1,2,3,6,7,2,0
14490,1,1,2,7,8,1,4
58454,1,3,4,7,8,1,9
112107,1,6,0,2,3,1,3
122534,1,6,0,3,5,2,0
30577,1,2,3,5,5,1,0
27889,1,2,3,4,4,1,0
107077,1,6,0,7,8,1,9
128890,1,6,0,4,4,1,8
128286,1,6,0,7,8,1,3
15644,1,1,2,4,4,1,2
73822,1,4,5,6,6,1,9
63796,1,3,4,6,7,1,4
87835,1,5,6,4,4,1,3
62779,1,3,4,3,4,2,2
148111,1,7,1,3,4,1,0
35425,1,2,3,4,4,1,0
87214,1,5,6,4,4,1,0
57838,1,3,4,4,5,1,9
130151,1,7,1,5,5,1,9
29646,1,2,3,4,4,1,0
65073,1,4,5,3,4,2,6
26183,1,2,3,2,3,1,9
47063,1,3,4,7,8,1,8
80892,1,4,5,7,2,2,0
148275,1,7,1,7,7,1,0
89251,1,5,6,5,5,1,8
143611,1,7,1,8,8,2,0
98397,1,5,6,3,3,1,7
37189,1,2,3,3,3,1,7
106144,1,5,6,6,7,1,8
76451,1,4,5,3,4,1,3
73377,1,4,5,6,7,2,9
134818,1,7,1,7,7,1,3
89811,1,5,6,4,5,1,8
45049,1,3,4,4,4,1,3
112872,1,6,0,8,8,1,3
42778,1,3,4,6,6,1,6
139845,1,7,1,5,6,1,3
58342,1,3,4,4,4,1,9
67453,1,4,5,3,4,1,3
138085,1,7,1,8,8,1,0
127461,1,6,0,5,6,1,4
127545,1,6,0,7,1,2,4
130846,1,7,1,7,8,1,9
134170,1,7,1,3,6,2,0
125136,1,6,0,4,5,1,8
77931,1,4,5,6,7,1,9
100899,1,5,6,4,5,2,9
83873,1,4,5,4,5,1,8
47414,1,3,4,3,4,2,8
133559,1,7,1,6,6,1,6
118514,1,6,0,4,4,1,3
60643,1,3,4,4,4,1,0
33770,1,2,3,7,8,1,9
64098,1,3,4,8,1,2,0
116998,1,6,0,7,8,2,0
117106,1,6,0,3,4,1,0
88407,1,5,6,6,6,1,3
9895,1,1,2,5,5,1,8
16567,1,1,2,4,4,1,1
56280,1,3,4,3,4,1,8
59324,1,3,4,4,5,1,0
127704,1,6,0,7,8,1,4
97669,1,5,6,7,8,1,0
75262,1,4,5,7,8,1,0
100130,1,5,6,6,7,1,9
112029,1,6,0,5,5,1,3
93584,1,5,6,4,5,1,3
67688,1,4,5,4,5,1,3
126028,1,6,0,4,5,1,0
11951,1,1,2,5,5,1,9
109018,1,6,0,8,8,1,9
33759,1,2,3,7,8,1,9
136167,1,7,1,4,4,1,3
50642,1,3,4,5,6,1,5
101739,1,5,6,4,5,1,9
56166,1,3,4,5,5,1,8
95411,1,5,6,8,8,1,3
124895,1,6,0,6,7,2,8
206,1,1,2,6,7,1,9
39896,1,2,3,7,8,1,8
114803,1,6,0,7,8,2,5
69339,1,4,5,3,4,1,8
10521,1,1,2,8,8,1,9
62455,1,3,4,2,3,1,2
149439,1,7,1,3,4,1,3
134687,1,7,1,5,6,1,7
30318,1,2,3,6,6,1,8
107316,1,6,0,5,6,1,9
80973,1,4,5,7,8,2,0
115201,1,6,0,5,6,1,2
64906,1,4,5,4,5,1,0
61135,1,3,4,3,4,1,7
84134,1,4,5,2,3,1,8
81675,1,4,5,4,5,2,3
24848,1,2,3,2,3,1,3
3329,1,1,2,8,8,1,1
121537,1,6,0,2,3,1,0
115511,1,6,0,2,4,1,2
10752,1,1,2,3,3,1,9
22375,1,2,3,7,8,1,0
142587,1,7,1,5,5,1,8
21934,1,2,3,3,6,2,0
150567,1,7,1,4,4,1,3
122612,1,6,0,6,7,1,0
53767,1,3,4,8,8,1,3
17768,1,1,2,3,3,1,3
112704,1,6,0,5,7,2,3
66742,1,4,5,4,5,1,0
147683,1,7,1,3,4,1,0
113305,1,6,0,7,7,1,3
145754,1,7,1,4,5,1,0
87447,1,5,6,3,4,1,0
75741,1,4,5,5,6,1,0
119065,1,6,0,6,6,1,8
95741,1,5,6,3,3,1,0
138116,1,7,1,3,4,1,0
53021,1,3,4,8,3,2,0
385,1,1,2,3,4,1,9
33177,1,2,3,7,7,1,9
35928,1,2,3,7,7,1,6
82027,1,4,5,5,5,1,3
52898,1,3,4,5,6,1,0
82490,1,4,5,6,7,1,3
1498,1,1,2,3,3,1,8
135740,1,7,1,3,3,1,3
7363,1,1,2,3,3,1,0
38065,1,2,3,4,5,1,3
135063,1,7,1,5,5,1,3
95836,1,5,6,4,5,1,0
13951,1,1,2,5,6,1,0
142322,1,7,1,3,5,1,9
18145,1,1,2,8,8,1,8
22457,1,2,3,5,5,1,0
77985,1,4,5,5,5,1,9
100132,1,5,6,5,5,1,9
76841,1,4,5,4,5,1,3
134897,1,7,1,5,6,1,3
23456,1,2,3,2,3,1,3
22364,1,2,3,2,3,1,0
83170,1,4,5,3,3,1,8
102851,1,5,6,3,4,1,9
72942,1,4,5,5,5,1,9
43814,1,3,4,7,8,2,0
106326,1,5,6,4,4,1,8
56429,1,3,4,6,6,1,8
132524,1,7,1,4,4,1,9
115171,1,6,0,4,4,1,0
67858,1,4,5,4,5,2,8
138964,1,7,1,5,6,1,7
6019,1,1,2,2,3,1,3
18355,1,1,2,4,5,1,8
5344,1,1,2,4,6,2,8
116674,1,6,0,3,4,2,0
84481,1,4,5,4,4,1,3
58698,1,3,4,3,4,1,9
6148,1,1,2,7,8,1,8
39888,1,2,3,2,3,1,8
86996,1,5,6,4,4,1,0
54893,1,3,4,7,7,1,3
62066,1,3,4,5,5,1,0
8082,1,1,2,6,7,1,7
85910,1,5,6,7,7,1,1
75637,1,4,5,5,6,1,0
50977,1,3,4,5,5,1,5
52069,1,3,4,5,5,1,1
71906,1,4,5,4,4,1,7
129917,1,7,1,4,4,1,9
88849,1,5,6,8,8,1,8
141976,1,7,1,5,5,1,8
86203,1,5,6,6,7,1,1
68437,1,4,5,7,8,2,8
146654,1,7,1,6,7,2,2
77999,1,4,5,3,4,2,9
104661,1,5,6,4,6,2,0
66206,1,4,5,6,7,1,0
19520,1,1,2,5,5,1,8
95574,1,5,6,7,7,2,3
27695,1,2,3,3,4,1,0
77580,1,4,5,4,5,1,3
25134,1,2,3,6,6,1,8
125300,1,6,0,6,6,1,8
134658,1,7,1,7,8,2,7
127225,1,6,0,8,8,1,0
136808,1,7,1,2,3,1,0
83396,1,4,5,2,4,1,8
10852,1,1,2,6,7,1,9
43488,1,3,4,4,5,2,0
55806,1,3,4,8,1,1,3
93536,1,5,6,3,4,1,3
45408,1,3,4,6,6,1,3
98638,1,5,6,3,4,2,8
138057,1,7,1,4,4,1,0
7187,1,1,2,3,4,1,0
18359,1,1,2,3,4,1,8
51847,1,3,4,2,5,2,1
46011,1,3,4,4,4,1,8
133135,1,7,1,5,6,1,0
104068,1,5,6,4,5,1,0
28413,1,2,3,7,8,2,0
35223,1,2,3,4,5,1,9
5540,1,1,2,7,8,2,8
41868,1,2,3,3,3,1,3
84203,1,4,5,3,3,1,8
148321,1,7,1,7,7,1,0
84642,1,5,6,5,5,1,5
80968,1,4,5,6,1,2,0
